53,management,married,unknown,no,12001,no,no,unknown,6,jun,207,1,-1,0,unknown,no
42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown,yes
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes
26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown,yes
39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown,yes
31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,-1,0,unknown,yes
35,bluecollar,single,secondary,no,11671,no,no,unknown,6,jun,190,1,-1,0,unknown,no
60,technician,divorced,secondary,no,11615,yes,no,unknown,3,jun,70,10,-1,0,unknown,no
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,11464,no,no,unknown,5,jun,222,1,-1,0,unknown,no
36,services,married,secondary,no,11462,yes,no,cellular,20,nov,993,1,-1,0,unknown,yes
46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,-1,0,unknown,yes
51,technician,single,tertiary,no,11222,yes,no,unknown,3,jun,151,7,-1,0,unknown,no
36,admin,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,yes
48,management,married,secondary,no,11146,no,no,unknown,6,jun,136,1,-1,0,unknown,no
44,technician,married,secondary,no,11016,no,no,unknown,9,jun,252,3,-1,0,unknown,no
41,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,1,-1,0,unknown,yes
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
38,selfemployed,married,unknown,no,10855,no,no,unknown,5,jun,57,2,-1,0,unknown,no
31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown,no
39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,9,-1,0,unknown,yes
49,bluecollar,divorced,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,unknown,yes
29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,yes
39,bluecollar,married,tertiary,no,10483,no,no,unknown,9,jun,218,1,-1,0,unknown,no
48,bluecollar,single,primary,no,10442,no,no,unknown,6,jun,63,2,-1,0,unknown,no
59,selfemployed,married,tertiary,no,10360,no,no,unknown,6,jun,37,1,-1,0,unknown,no
46,bluecollar,married,primary,no,10333,yes,no,unknown,9,jun,579,4,-1,0,unknown,no
60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no
49,admin,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,yes
53,technician,married,secondary,no,10185,no,no,cellular,23,mar,115,1,-1,0,unknown,yes
58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,2,-1,0,unknown,yes
47,technician,married,secondary,no,10179,yes,no,unknown,9,jun,179,2,-1,0,unknown,no
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes
50,selfemployed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
40,admin,married,tertiary,no,10035,no,no,unknown,9,jun,29,1,-1,0,unknown,no
34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871,4,-1,0,unknown,yes
49,entrepreneur,married,tertiary,no,9824,no,no,unknown,5,jun,69,1,-1,0,unknown,no
51,management,married,tertiary,no,9796,no,yes,unknown,6,jun,110,1,-1,0,unknown,no
59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
38,admin,married,secondary,no,9618,yes,no,unknown,9,jun,214,1,-1,0,unknown,no
77,retired,married,secondary,no,9601,no,no,telephone,27,mar,515,1,-1,0,unknown,yes
74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,yes
60,retired,married,tertiary,no,9397,no,no,unknown,5,jun,428,1,-1,0,unknown,no
49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
46,admin,single,secondary,no,9326,no,yes,unknown,9,jun,105,1,-1,0,unknown,no
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
58,bluecollar,married,primary,no,9200,no,no,unknown,6,jun,233,2,-1,0,unknown,no
44,technician,divorced,tertiary,no,9192,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown,yes
41,housemaid,divorced,primary,no,9059,no,no,unknown,6,jun,113,1,-1,0,unknown,no
58,retired,married,unknown,no,9004,no,no,cellular,21,jul,891,4,-1,0,unknown,yes
48,bluecollar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown,yes
44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no
32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,-1,0,unknown,yes
57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,2,-1,0,unknown,yes
32,admin,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,-1,0,unknown,yes
37,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,-1,0,unknown,yes
30,admin,married,secondary,no,8781,yes,no,cellular,18,nov,898,1,-1,0,unknown,yes
32,admin,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown,yes
31,management,married,secondary,no,8629,yes,no,cellular,21,nov,957,1,184,2,failure,yes
23,bluecollar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no
55,management,married,secondary,no,8592,no,no,unknown,9,jun,255,1,-1,0,unknown,no
60,retired,married,secondary,no,8590,no,no,unknown,5,jun,85,1,-1,0,unknown,no
59,bluecollar,married,primary,no,8562,no,no,unknown,5,jun,86,2,-1,0,unknown,no
34,bluecollar,married,secondary,no,8558,yes,no,unknown,2,jun,466,2,-1,0,unknown,no
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,2,-1,0,unknown,yes
41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
35,services,married,secondary,no,8412,no,no,unknown,9,jun,479,4,-1,0,unknown,no
41,management,single,tertiary,no,8368,no,no,unknown,11,jun,179,1,-1,0,unknown,no
50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,261,1,failure,yes
51,selfemployed,married,primary,no,8313,no,no,unknown,6,jun,185,1,-1,0,unknown,no
79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,-1,0,unknown,yes
28,bluecollar,single,primary,no,8263,yes,no,unknown,2,jun,267,1,-1,0,unknown,no
52,unknown,married,primary,no,8251,no,no,unknown,5,jun,397,1,-1,0,unknown,no
38,bluecollar,married,primary,no,8251,no,no,unknown,6,jun,194,3,-1,0,unknown,no
47,bluecollar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,unknown,yes
56,bluecollar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,yes
35,housemaid,married,primary,no,8127,no,no,unknown,6,jun,315,1,-1,0,unknown,no
36,services,married,secondary,no,8114,yes,no,unknown,6,jun,505,1,-1,0,unknown,no
30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,failure,yes
42,technician,married,secondary,no,8036,no,no,unknown,9,jun,948,5,-1,0,unknown,no
34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,yes
50,technician,married,secondary,no,8001,no,no,unknown,6,jun,52,1,-1,0,unknown,no
22,services,married,primary,no,7982,yes,no,unknown,4,jun,18,1,-1,0,unknown,no
35,technician,married,tertiary,no,7951,no,yes,unknown,6,jun,103,1,-1,0,unknown,no
45,bluecollar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes
57,unemployed,married,primary,no,7880,no,no,unknown,9,jun,318,2,-1,0,unknown,no
45,bluecollar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no
30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
36,management,divorced,tertiary,no,7821,no,no,unknown,9,jun,217,1,-1,0,unknown,no
39,housemaid,divorced,secondary,no,7783,no,no,unknown,9,jun,108,2,-1,0,unknown,no
30,bluecollar,single,secondary,no,7773,yes,no,cellular,20,nov,705,1,-1,0,unknown,yes
56,management,married,primary,no,7747,no,no,unknown,5,jun,103,2,-1,0,unknown,no
59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,unknown,yes
42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
31,admin,married,secondary,no,7634,yes,yes,unknown,3,jun,216,1,-1,0,unknown,no
85,retired,divorced,primary,no,7613,no,no,cellular,18,feb,355,3,-1,0,unknown,yes
36,management,single,tertiary,no,7606,yes,no,unknown,30,may,917,1,-1,0,unknown,yes
55,bluecollar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown,yes
57,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,-1,0,unknown,yes
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,yes
31,admin,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no
36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no
56,management,divorced,primary,no,7496,no,no,unknown,9,jun,164,3,-1,0,unknown,no
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,-1,0,unknown,no
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,3,-1,0,unknown,yes
39,unemployed,married,primary,no,7372,no,no,unknown,9,jun,76,1,-1,0,unknown,no
43,bluecollar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,1,-1,0,unknown,yes
51,bluecollar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes
37,management,single,tertiary,no,7179,yes,no,unknown,6,jun,31,8,-1,0,unknown,no
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes
52,bluecollar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,-1,0,unknown,yes
51,bluecollar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
33,management,single,tertiary,no,7084,no,no,cellular,27,aug,512,8,-1,0,unknown,yes
57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,69,3,-1,0,unknown,no
53,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,3,-1,0,unknown,no
59,management,married,tertiary,no,7049,no,no,cellular,21,nov,530,1,163,2,failure,yes
37,bluecollar,single,primary,no,7027,no,no,unknown,9,jun,65,1,-1,0,unknown,no
55,management,single,tertiary,no,7025,no,no,unknown,5,jun,139,3,-1,0,unknown,no
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,yes
45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes
38,technician,married,secondary,no,6975,no,no,unknown,9,jun,186,3,-1,0,unknown,no
59,retired,married,secondary,no,6888,no,no,telephone,20,nov,1025,2,-1,0,unknown,yes
38,bluecollar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no
33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,755,1,100,10,other,yes
26,management,single,tertiary,no,6840,yes,no,unknown,28,may,1560,2,-1,0,unknown,yes
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
33,management,single,tertiary,no,6807,no,no,cellular,20,apr,163,1,-1,0,unknown,yes
33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
40,bluecollar,married,secondary,no,6536,no,no,unknown,5,jun,647,1,-1,0,unknown,no
33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
53,management,married,tertiary,no,6525,yes,no,unknown,2,jun,73,3,-1,0,unknown,no
42,admin,married,secondary,no,6445,yes,no,unknown,2,jun,20,8,-1,0,unknown,no
70,retired,married,secondary,no,6422,no,no,cellular,10,mar,122,1,-1,0,unknown,yes
53,management,married,tertiary,no,6408,no,no,unknown,6,jun,29,1,-1,0,unknown,no
32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,628,1,-1,0,unknown,yes
45,services,married,secondary,no,6397,yes,no,unknown,5,jun,117,2,-1,0,unknown,no
38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
28,management,single,tertiary,no,6321,yes,no,unknown,2,jun,204,5,-1,0,unknown,no
36,bluecollar,married,secondary,no,6290,yes,no,unknown,3,jun,19,20,-1,0,unknown,no
33,bluecollar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,no
32,technician,single,tertiary,no,6281,yes,no,unknown,3,jun,1336,4,-1,0,unknown,yes
30,bluecollar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
42,technician,married,secondary,no,6250,no,no,unknown,9,jun,107,3,-1,0,unknown,no
43,admin,married,secondary,no,6220,yes,no,unknown,2,jun,200,2,-1,0,unknown,no
27,bluecollar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,yes
38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
34,bluecollar,single,unknown,no,6141,yes,no,unknown,3,jun,145,1,-1,0,unknown,no
53,bluecollar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,-1,0,unknown,yes
37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,unknown,yes
54,housemaid,single,unknown,no,6020,no,no,unknown,6,jun,24,1,-1,0,unknown,no
61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
27,bluecollar,single,secondary,no,6010,yes,no,unknown,3,jun,604,1,-1,0,unknown,no
62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,yes
38,bluecollar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes
58,selfemployed,married,tertiary,no,5810,no,no,cellular,12,mar,139,1,-1,0,unknown,yes
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown,yes
44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown,yes
35,admin,married,secondary,no,5768,yes,yes,unknown,9,jun,145,1,-1,0,unknown,no
57,admin,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,-1,0,unknown,yes
58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,unknown,yes
48,management,single,tertiary,no,5689,no,no,cellular,12,feb,262,1,-1,0,unknown,yes
28,selfemployed,single,secondary,no,5679,yes,no,cellular,9,feb,701,4,-1,0,unknown,yes
35,bluecollar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,unknown,yes
40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,yes
35,selfemployed,married,secondary,no,5613,yes,no,cellular,28,jul,699,3,-1,0,unknown,yes
28,bluecollar,married,secondary,no,5611,yes,no,unknown,3,jun,340,2,-1,0,unknown,no
53,bluecollar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes
41,management,married,secondary,no,5585,no,no,unknown,9,jun,772,1,-1,0,unknown,no
43,services,divorced,secondary,no,5571,no,no,unknown,9,jun,149,1,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes
41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,unknown,yes
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
57,bluecollar,married,secondary,no,5553,no,yes,unknown,9,jun,589,1,-1,0,unknown,no
36,technician,married,secondary,no,5521,no,no,unknown,6,jun,61,1,-1,0,unknown,no
41,bluecollar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes
32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,yes
43,entrepreneur,married,tertiary,no,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,no
59,housemaid,married,primary,no,5501,no,no,unknown,9,jun,172,4,-1,0,unknown,no
37,bluecollar,single,primary,no,5473,no,yes,unknown,9,jun,198,2,-1,0,unknown,no
48,unemployed,married,primary,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
45,bluecollar,married,primary,no,5461,yes,no,cellular,20,nov,841,2,-1,0,unknown,yes
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,unknown,yes
32,bluecollar,single,primary,no,5418,yes,no,unknown,6,jun,25,6,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes
49,entrepreneur,married,primary,no,5380,yes,no,unknown,4,jun,98,4,-1,0,unknown,no
52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown,yes
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
51,selfemployed,married,tertiary,no,5350,yes,yes,cellular,31,jul,612,4,-1,0,unknown,yes
40,student,single,secondary,no,5349,no,no,unknown,6,jun,471,1,-1,0,unknown,no
45,admin,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,878,3,-1,0,unknown,yes
37,bluecollar,married,secondary,no,5334,no,no,unknown,6,jun,58,1,-1,0,unknown,no
48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,-1,0,unknown,yes
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,2,-1,0,unknown,yes
41,bluecollar,divorced,secondary,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes
45,housemaid,single,secondary,no,5287,no,no,unknown,6,jun,252,2,-1,0,unknown,no
58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
32,services,divorced,secondary,no,5267,yes,no,unknown,6,jun,178,2,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
33,technician,single,tertiary,no,5234,no,no,unknown,2,jun,213,3,-1,0,unknown,no
39,bluecollar,married,secondary,no,5201,no,no,unknown,9,jun,317,1,-1,0,unknown,no
36,management,divorced,tertiary,no,5195,yes,no,unknown,2,jun,55,25,-1,0,unknown,no
58,bluecollar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
50,management,divorced,tertiary,no,5164,yes,no,unknown,2,jun,146,4,-1,0,unknown,no
46,bluecollar,married,primary,no,5164,yes,no,unknown,5,jun,267,11,-1,0,unknown,no
28,bluecollar,single,secondary,no,5149,yes,no,unknown,2,jun,232,3,-1,0,unknown,no
52,housemaid,married,primary,no,5137,no,no,unknown,9,jun,199,1,-1,0,unknown,no
37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,171,4,failure,yes
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
53,housemaid,married,primary,no,5098,yes,no,unknown,6,jun,155,3,-1,0,unknown,no
28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
40,bluecollar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
40,bluecollar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success,yes
35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown,no
60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,unknown,yes
35,services,married,secondary,no,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no
37,bluecollar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,yes
34,housemaid,married,tertiary,no,5011,yes,no,unknown,9,jun,311,2,-1,0,unknown,no
26,bluecollar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown,yes
37,bluecollar,married,primary,no,4997,no,no,unknown,9,jun,172,2,-1,0,unknown,no
